epoch,train_loss,val_loss,train_mae,val_mae,train_mad,val_mad,train_final_mae,val_final_mae,train_final_mad,val_final_mad,train_relative_mae,val_relative_mae,train_relative_mad,val_relative_mad,lr_start,lr_end,eval_ran,epoch_time_seconds,total_elapsed_seconds,best_updated,source_run_dir,source_segment_index
45,0.0749782390385035,0.1166807650307619,8.910165786743164,10.984682083129885,7.125,7.625,8.910165786743164,10.984682083129885,7.125,7.625,8.910165786743164,10.984682083129885,7.125,7.625,0.0001341320163017,0.0001297116332831,True,252.4849666859991,12679.629779609,False,90-8-no1-Bonet-master_like_train_20260410_092842,1
46,0.0780733107768801,0.1097278632641591,9.113646507263184,10.617899894714355,7.25,7.375,9.113646507263184,10.617899894714355,7.25,7.375,9.113646507263184,10.617899894714355,7.25,7.375,0.0001297116332831,0.0001252883667168,True,252.91894911999952,12932.552268533,False,90-8-no1-Bonet-master_like_train_20260410_092842,1
47,0.0754833213465623,0.1102792116360109,8.92180061340332,10.595043182373049,7.125,7.5625,8.92180061340332,10.595043182373049,7.125,7.5625,8.92180061340332,10.595043182373049,7.125,7.5625,0.0001252883667168,0.0001208679836982,True,251.327892538,13183.893182146,False,90-8-no1-Bonet-master_like_train_20260410_092842,1
48,0.0754671788867206,0.1058483579278326,8.966140747070312,10.43333625793457,7.25,7.625,8.966140747070312,10.43333625793457,7.25,7.625,8.966140747070312,10.43333625793457,7.25,7.625,0.0001208679836982,0.0001164562475637,True,251.33078312900037,13435.238334423,False,90-8-no1-Bonet-master_like_train_20260410_092842,1
49,0.0736719592500012,0.133076605019989,8.851563453674316,12.115138053894045,7.0625,9.0,8.851563453674316,12.115138053894045,7.0625,9.0,8.851563453674316,12.115138053894045,7.0625,9.0,0.0001164562475637,0.0001120589103755,True,250.3794260950017,13685.623865268,False,90-8-no1-Bonet-master_like_train_20260410_092842,1
50,0.0740214444410603,0.1064108507537908,8.826440811157227,10.56784725189209,7.0,8.25,8.826440811157227,10.56784725189209,7.0,8.25,8.826440811157227,10.56784725189209,7.0,8.25,0.0001120589103755,0.0001076817054222,True,252.280490207002,13937.911318051,False,90-8-no1-Bonet-master_like_train_20260410_092842,1
51,0.0723580363605315,0.1123796705193138,8.749505043029785,10.760540962219238,6.875,8.125,8.749505043029785,10.760540962219238,6.875,8.125,8.749505043029785,10.760540962219238,6.875,8.125,0.0001076817054222,0.0001033303397442,True,253.39042316999985,14191.309554353,False,90-8-no1-Bonet-master_like_train_20260410_092842,1
52,0.0715663833592844,0.1096811867612943,8.734115600585938,10.894481658935549,7.0,8.75,8.734115600585938,10.894481658935549,7.0,8.75,8.734115600585938,10.894481658935549,7.0,8.75,0.0001033303397442,9.901048669214691e-05,True,257.76116879700203,14463.472026832998,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
53,0.0708053378424582,0.0984387497873493,8.62756061553955,10.11123752593994,6.8125,7.75,8.62756061553955,10.11123752593994,6.8125,7.75,8.62756061553955,10.11123752593994,6.8125,7.75,9.901048669214691e-05,9.47277785301704e-05,True,243.39114359700037,14706.872463584998,True,90-8-no1-Bonet-master_like_train_20260410_134545,2
54,0.0708330950374606,0.1071258782504484,8.606586456298828,10.649062156677246,6.75,8.1875,8.606586456298828,10.649062156677246,6.75,8.1875,8.606586456298828,10.649062156677246,6.75,8.1875,9.47277785301704e-05,9.048779909272728e-05,True,242.3774567799992,14949.252619907998,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
55,0.0695608910668435,0.1063527584149075,8.548824310302734,10.472738265991213,6.75,7.5,8.548824310302734,10.472738265991213,6.75,7.5,8.548824310302734,10.472738265991213,6.75,7.5,9.048779909272728e-05,8.629607650410348e-05,True,241.2876348259997,15190.551396185001,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
56,0.0695532941419045,0.1037375278102147,8.53766918182373,10.307547569274902,6.75,7.875,8.53766918182373,10.307547569274902,6.75,7.875,8.53766918182373,10.307547569274902,6.75,7.875,8.629607650410348e-05,8.215807597086046e-05,True,244.20218216700232,15434.759344184,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
57,0.0678593817052837,0.1034373285308961,8.435747146606445,10.240642547607422,6.75,7.1875,8.435747146606445,10.240642547607422,6.75,7.1875,8.435747146606445,10.240642547607422,6.75,7.1875,8.215807597086046e-05,7.807919265624841e-05,True,246.2883198160016,15681.055325237998,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
58,0.065540659617062,0.1007670651374157,8.306976318359375,10.202861785888672,6.75,7.875,8.306976318359375,10.202861785888672,6.75,7.875,8.306976318359375,10.202861785888672,6.75,7.875,7.807919265624841e-05,7.406474464594293e-05,True,244.22759972600036,15925.28993109,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
59,0.0659562043724892,0.1026072600467175,8.277339935302734,10.354378700256348,6.5625,7.875,8.277339935302734,10.354378700256348,6.5625,7.875,8.277339935302734,10.354378700256348,6.5625,7.875,7.406474464594293e-05,7.011996601427568e-05,True,243.38631457299925,16168.683561892998,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
60,0.0644561368738002,0.0967603281641909,8.19592571258545,9.94446849822998,6.625,7.6875,8.19592571258545,9.94446849822998,6.625,7.6875,8.19592571258545,9.94446849822998,6.625,7.6875,7.011996601427568e-05,6.624999999999993e-05,True,244.2704629159998,16412.959859058,True,90-8-no1-Bonet-master_like_train_20260410_134545,2
61,0.0649046711698296,0.1122400793253455,8.262446403503418,10.798452377319336,6.625,7.875,8.262446403503418,10.798452377319336,6.625,7.875,8.262446403503418,10.798452377319336,6.625,7.875,6.624999999999993e-05,6.245989230048882e-05,True,244.1851848469996,16657.14858632,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
62,0.0630163458528998,0.1028794979867309,8.085222244262695,10.321440696716309,6.25,7.875,8.085222244262695,10.321440696716309,6.25,7.875,8.085222244262695,10.321440696716309,6.25,7.875,6.245989230048882e-05,5.8754584493108136e-05,True,242.94829823100008,16900.100360671,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
63,0.0616778394628327,0.1043091602780207,8.00629997253418,10.394306182861328,6.375,7.875,8.00629997253418,10.394306182861328,6.375,7.875,8.00629997253418,10.394306182861328,6.375,7.875,5.8754584493108136e-05,5.513890759234248e-05,True,244.29702822200125,17144.404545144,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
64,0.0614410782115172,0.1010547466210362,8.0599365234375,10.106854438781738,6.625,7.375,8.0599365234375,10.106854438781738,6.625,7.375,8.0599365234375,10.106854438781738,6.625,7.375,5.513890759234248e-05,5.161757575107395e-05,True,242.96320655100132,17387.373463243,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
65,0.060993515595487,0.1051339653711165,7.987149238586426,10.342150688171388,6.3125,7.5,7.987149238586426,10.342150688171388,6.3125,7.5,7.987149238586426,10.342150688171388,6.3125,7.5,5.161757575107395e-05,4.81951801142261e-05,True,243.66910682800156,17631.050793882998,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
66,0.060845504297604,0.1018401138996509,8.000205039978027,10.268320083618164,6.4375,7.6875,8.000205039978027,10.268320083618164,6.4375,7.6875,8.000205039978027,10.268320083618164,6.4375,7.6875,4.81951801142261e-05,4.487618283278703e-05,True,243.6884768630007,17874.748408786,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
67,0.0606379575160352,0.1003974406322958,7.932096481323242,10.13025951385498,6.25,7.125,7.932096481323242,10.13025951385498,6.25,7.125,7.932096481323242,10.13025951385498,6.25,7.125,4.487618283278703e-05,4.166491124601554e-05,True,242.896167764,18117.656539642,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
68,0.058366276094484,0.109540610685213,7.824972152709961,10.615138053894045,6.25,7.5,7.824972152709961,10.615138053894045,6.25,7.5,7.824972152709961,10.615138053894045,6.25,7.5,4.166491124601554e-05,3.856555223941645e-05,True,243.46597990199731,18361.126103766,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
69,0.0589594482490869,0.1018509346087885,7.855977535247803,10.176477432250977,6.25,7.375,7.855977535247803,10.176477432250977,6.25,7.375,7.855977535247803,10.176477432250977,6.25,7.375,3.856555223941645e-05,3.558214678584069e-05,True,241.610585978,18602.743427633,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
70,0.0586627853572629,0.1005144747284986,7.854272842407227,10.070454597473145,6.3125,7.5,7.854272842407227,10.070454597473145,6.3125,7.5,7.854272842407227,10.070454597473145,6.3125,7.5,3.558214678584069e-05,3.271858467682753e-05,True,243.05436765600095,18845.804488228998,False,90-8-no1-Bonet-master_like_train_20260410_134545,2
71,0.0580796576796214,0.095846769529255,7.790236473083496,9.86752700805664,6.25,7.5,7.790236473083496,9.86752700805664,6.25,7.5,7.790236473083496,9.86752700805664,6.25,7.5,3.271858467682753e-05,2.9978599451058623e-05,True,265.97825678199297,19122.060273439994,True,90-8-no1-Bonet-master_like_train_20260410_171042,3
72,0.0570263270037006,0.0977450663231699,7.703771114349365,9.958362579345703,6.125,7.25,7.703771114349365,9.958362579345703,6.125,7.25,7.703771114349365,9.958362579345703,6.125,7.25,2.9978599451058623e-05,2.736576352653574e-05,True,279.16823659900547,19401.232189949995,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
73,0.0574363061564256,0.0997284295306466,7.716670036315918,10.06087875366211,6.125,7.25,7.716670036315918,10.06087875366211,6.125,7.25,7.716670036315918,10.06087875366211,6.125,7.25,2.736576352653574e-05,2.488348354282932e-05,True,289.1850173269995,19690.480639946,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
74,0.0566246204487463,0.1014606132894378,7.690997123718262,10.166790962219238,6.125,7.4375,7.690997123718262,10.166790962219238,6.125,7.4375,7.690997123718262,10.166790962219238,6.125,7.4375,2.488348354282932e-05,2.2534995919470304e-05,True,249.9669516099966,19940.475378234994,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
75,0.0577154620653186,0.0982894329628469,7.721319675445557,9.998684883117676,6.125,7.375,7.721319675445557,9.998684883117676,6.125,7.375,7.721319675445557,9.998684883117676,6.125,7.375,2.2534995919470304e-05,2.0323362636276658e-05,True,227.57676632700168,20168.066270851,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
76,0.0572627859913997,0.1000910177722385,7.675907135009766,10.092544555664062,6.125,7.4375,7.675907135009766,10.092544555664062,6.125,7.4375,7.675907135009766,10.092544555664062,6.125,7.4375,2.0323362636276658e-05,1.8251467241115663e-05,True,226.5673438730009,20394.667958535996,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
77,0.0554731285412891,0.0969703862493202,7.577595710754394,9.942386627197266,6.0,7.375,7.577595710754394,9.942386627197266,6.0,7.375,7.577595710754394,9.942386627197266,6.0,7.375,1.8251467241115663e-05,1.6322011090307774e-05,True,227.85706776599545,20622.546730776994,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
78,0.0540478014852088,0.1008974948863996,7.496443271636963,10.084853172302246,6.0,7.1875,7.496443271636963,10.084853172302246,6.0,7.1875,7.496443271636963,10.084853172302246,6.0,7.1875,1.6322011090307774e-05,1.4537509826573213e-05,True,226.96622485900295,20849.524867441993,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
79,0.0539111780754759,0.0952063801830313,7.459926128387451,9.774040222167969,5.875,7.0,7.459926128387451,9.774040222167969,5.875,7.0,7.459926128387451,9.774040222167969,5.875,7.0,1.4537509826573213e-05,1.2900290099113882e-05,True,230.65670562199372,21080.19535535,True,90-8-no1-Bonet-master_like_train_20260410_171042,3
80,0.0543697232876106,0.0985047879509972,7.528677463531494,10.013104438781738,6.0,7.25,7.528677463531494,10.013104438781738,6.0,7.25,7.528677463531494,10.013104438781738,6.0,7.25,1.2900290099113882e-05,1.1412486530106711e-05,True,226.68038426300336,21306.880379936993,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
81,0.0527241021658301,0.0986809883930238,7.355846405029297,9.996734619140623,5.875,7.5,7.355846405029297,9.996734619140623,5.875,7.5,7.355846405029297,9.996734619140623,5.875,7.5,1.1412486530106711e-05,1.007603893156344e-05,True,228.71525806499997,21535.609491035997,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
82,0.054671900773378,0.0972809842350105,7.5329203605651855,9.853063583374023,6.0,6.9375,7.5329203605651855,9.853063583374023,6.0,6.9375,7.5329203605651855,9.853063583374023,6.0,6.9375,1.007603893156344e-05,8.892689776185994e-06,True,299.1826294920029,21834.813308332,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
83,0.0523823203883306,0.0980128397613889,7.385133266448975,9.898163795471191,6.0,6.9375,7.385133266448975,9.898163795471191,6.0,6.9375,7.385133266448975,9.898163795471191,6.0,6.9375,8.892689776185994e-06,7.863981925514384e-06,True,264.6883191309971,22099.858339911996,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
84,0.0528422824609661,0.0969281822213116,7.398512840270996,9.866913795471191,5.9375,7.25,7.398512840270996,9.866913795471191,5.9375,7.25,7.398512840270996,9.866913795471191,5.9375,7.25,7.863981925514384e-06,6.991256618329672e-06,True,247.28206198900443,22347.150934378995,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
85,0.0535502673968526,0.0966790299784251,7.424359321594238,9.900004386901855,5.875,7.25,7.424359321594238,9.900004386901855,5.875,7.25,7.424359321594238,9.900004386901855,5.875,7.25,6.991256618329672e-06,6.275651721934426e-06,True,258.57027783399826,22605.771415991992,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
86,0.0542796797768174,0.0981088653833802,7.481085300445557,9.953410148620604,6.0,7.0,7.481085300445557,9.953410148620604,6.0,7.0,7.481085300445557,9.953410148620604,6.0,7.0,6.275651721934426e-06,5.71810024859095e-06,True,252.26113821799663,22858.258531121995,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
87,0.0536430720752096,0.099856789940955,7.428186416625977,10.020621299743652,5.875,7.3125,7.428186416625977,10.020621299743652,5.875,7.3125,7.428186416625977,10.020621299743652,5.875,7.3125,5.71810024859095e-06,5.319329139051152e-06,True,244.06483643200045,23102.361647039994,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
88,0.0519065849097661,0.0988835311203484,7.336283206939697,9.972760200500488,5.96875,7.375,7.336283206939697,9.972760200500488,5.96875,7.375,7.336283206939697,9.972760200500488,5.96875,7.375,5.319329139051152e-06,5.079858314764574e-06,True,232.2660525819956,23334.669218072995,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
89,0.0527403671664198,0.0967712212787604,7.37637996673584,9.90497875213623,5.875,7.125,7.37637996673584,9.90497875213623,5.875,7.125,7.37637996673584,9.90497875213623,5.875,7.125,5.079858314764574e-06,5e-06,True,232.1481254329992,23566.835517346997,False,90-8-no1-Bonet-master_like_train_20260410_171042,3
